id,name,description,type,orbit_id
6111,OneWeb 17,"A batch of 40 satellites for the OneWeb satellite constellation; which is intended to provide global Internet broadband service for individual consumers. The constellation is planned to have around 648 microsatellites (of which 60 are spares), around 150 kg each, operating in Ku-band from low Earth orbit.",Communications,13
6117,Starlink Group 3-4,A batch of 46 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6123,Starlink Group 4-34,A batch of 54 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6127,Starlink Group 4-35,A batch of 52 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6128,BlueBird Block 1,First five satellites for SpaceMobile’s cellphone-compatible broadband constellation.,Communications,8
6129,Starlink Group 4-36,A batch of 54 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6135,Starlink Group 4-29,A batch of 52 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6139,Iridium-9 & OneWeb 19,5 spare satellites for the Iridium NEXT constellation and 16 satellites for the OneWeb constellation (15 of current generation and 1 demonstration satellite for the next generation) on a share-ride.,Communications,13
6142,Starlink Group 4-37,A batch of 52 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6148,Starlink Group 4-31,A batch of 53 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6152,Hotbird 13F,Geostationary communications satellite built by Airbus Defence and Space for Eutelsat.,Communications,2
6155,O3b mPower 1 & 2,First and second of a constellation of eleven high-throughput communications satellites in Medium Earth Orbit (MEO) built by Boeing and operated by SES.,Communications,12
6156,O3b mPower 5 & 6,Fifth and sixth of a constellation of eleven high-throughput communications satellites in Medium Earth Orbit (MEO) built by Boeing and operated by SES.,Communications,12
6157,O3b mPower 7 & 8,Seventh and eighth of a constellation of eleven high-throughput communications satellites in Medium Earth Orbit (MEO) built by Boeing and operated by SES.,Communications,12
6159,O3b mPower 3 & 4,Third and fourth of a constellation of eleven high-throughput communications satellites in Medium Earth Orbit (MEO) built by Boeing and operated by SES.,Communications,12
6160,SWOT (Surface Water and Ocean Topography),"Satellite altimeter jointly developed by NASA and CNES; the French space agency, in partnership with the Canadian Space Agency (CSA) and UK Space Agency (UKSA) designed to make the first global survey of the Earth's surface water, to observe the fine details of the ocean surface topography, and to measure how terrestrial surface water bodies change over time.",Earth Science,8
6161,Hakuto-R M1 & Lunar Flashlight,First mission of the Hakuto-R commercial lunar lander developed by private Japanese company ispace.  Rideshare includes Lunar Flashlight; NASA's cubesat that will search for water ice at the Moon’s South Pole.,Lunar Exploration,11
6165,GPS III SV06,"GPS-IIIA (Global Positioning System) is the first evolution stage of the third generation of the GPS satellites. It consists of the first ten (known as ""tranche"") of GPS III satellites.",Navigation,12
6166,SDA Tranche 0A,First mission launched by the Space Development Agency for the Tranche 0 Transport Layer.,Government/Top Secret,13
6169,Starlink Group 2-4,A batch of satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6208,Starlink Group 5-1,A batch of satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6211,Starlink Group 5-6,A batch of 56 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6212,Satria-1,Indonesian geostationary communications satellite,Communications,2
6213,BADR-8,Geostationary communications satellite built by Airbus Defense and Space and based on the Eurostar Neo platform for Arabsat.,Communications,2
6221,Inmarsat-6 F2,"Inmarsat-6 is the sixth generation of satellites for the London-based global mobile satellite communications operator Inmarsat. It consists of a dual mission to augment both L-band and Ka-band Global Xpress services.  Airbus Defence and Space has been awarded a contract by Inmarsat to design and develop the first two Inmarsat-6 (I-6) mobile communications satellites; creating the most versatile mobile services satellites in its fleet.  The two I-6 satellites are based on Airbus Defence and Space's Eurostar platform in its E3000e variant, which exclusively uses electric propulsion for orbit raising. The satellites take advantage of the reduction in mass that this electric propulsion technology enables for a dual payload mission, with an exceptionally large next generation digitally processed payload.  I-6 F1 and F2 both carry a large 9 m aperture L-band antenna and nine multibeam Ka-band antennas, and feature a high level of flexibility and connectivity. A new generation modular digital processor provides full routing flexibility over up to 8000 channels and dynamic power allocation to over 200 spot beams in L-band. Ka-band spot beams are steerable over the full Earth disk, with flexible channel to beam allocation.",Communications,2
6233,EROS-C3,Israeli Earth Observation satellite with 38 cm resolution in panchromatic mode and 76 cm resolution in multi-spectral mode; covering a swath of ~12.5 km.  The satellite is similar to OPTSAT-3000 built by Israel Aerospace Industries (IAI) for the Italian Defense Ministry.,Earth Science,8
6242,Amazonas Nexus,High-throughput geostationary communications satellite built by Thales Alenia Space for Hispasat.,Communications,2
6247,SDA Tranche 0B,Second mission launched by the Space Development Agency for the Tranche 0 Transport Layer.,Government/Top Secret,13
6250,Starlink Group 5-2,A batch of 56 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6251,Starlink Group 5-3,A batch of 53 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6253,Starlink Group 2-6 & ION SCV009,A batch of 49 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.  This launch carries D-Orbit’s ION SCV009 Eclectic Elena as a rideshare payload.,Communications,8
6254,Starlink Group 6-1,A batch of 21 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system. First launch of the “v2 Mini” version of Starlink satellites.,Communications,8
6256,Starlink Group 2-5,A batch of 51 satellites for Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6257,Starlink Group 5-4,A batch of 55 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication.,Communications,8
6261,Dragon CRS-2 SpX-30,"30th commercial resupply services mission to the International Space Station operated by SpaceX. The flight will be conducted under the second Commercial Resupply Services contract with NASA.

Cargo Dragon 2 brings supplies and payloads, including critical materials to directly support science and research investigations that occur onboard the orbiting laboratory.",Resupply,8
6262,Dragon CRS-2 SpX-31,31st commercial resupply services mission to the International Space Station operated by SpaceX. The flight will be conducted under the second Commercial Resupply Services contract with NASA.  Cargo Dragon 2 brings supplies and payloads; including critical materials to directly support science and research investigations that occur onboard the orbiting laboratory.,Resupply,8
6267,Cygnus CRS-2 NG-20 (S.S. Patricia “Patty” Hilliard Robertson),This is the 20th flight of the Orbital ATK's uncrewed resupply spacecraft Cygnus and its 19th flight to the International Space Station under the Commercial Resupply Services contract with NASA.,Resupply,8
6268,Cygnus CRS-2 NG-21 (S.S. Francis R. “Dick” Scobee),This is the 21st flight of the Orbital ATK's uncrewed resupply spacecraft Cygnus and its 20th flight to the International Space Station under the Commercial Resupply Services contract with NASA.,Resupply,8
6292,Ovzon-3,"Ovzon 3 is a planned small communications satellite of the Swedish / US company Ovzon .

The satellite was ordered in December 2018 from Maxar Technologies to meet the demand for increased mobile broadband connectivity in under-served regions. Ovzon selected the new mid-size SSL-500 (Legion class) platform for its first satellite. The satellite will be equipped with a third party built central on-board processor (OBP) attached to high-performance steerable Ku-band beams.",Communications,2
6293,Starlink Group 6-3,A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6294,Starlink Group 3-5,A batch of 46 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6295,Starlink Group 5-10,A batch of 56 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6296,Starlink Group 5-5,A batch of 56 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6297,Starlink Group 6-2,A batch of 21 v2 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6298,Starlink Group 2-8,A batch of 52 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6299,Starlink Group 2-7,A batch of 51 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6300,Starlink Group 2-10,A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6305,Intelsat 40e,"Intelsat 40e is an advanced geostationary satellite that will provide Intelsat’s government and enterprise customers across North and Central America with high-throughput; “coast-to-coast” services. The satellite’s capabilities will support the growing number of customers that depend on Intelsat’s managed services and solutions to easily integrate satellite into their overall networking and communications strategies.  Hosted on the Intelsat 40e satellite is NASA’s Tropospheric Emissions: Monitoring of Pollution (TEMPO), an Earth science instrument that will observe air pollution over North America in unprecedented detail.",Communications,2
6319,Starlink Group 2-9,A batch of 51 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6337,Transporter 10 (Dedicated SSO Rideshare),"Transporter 10 mission is a dedicated rideshare flight to a sun-synchronous orbit with dozens of small microsatellites and nanosatellites for commercial and government customers.

There will be 53 payloads on this flight, including CubeSats, MicroSats, and a hosted payload.",Dedicated Rideshare,17
6342,Starlink Group 5-9,A batch of 56 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6348,Starlink Group 6-4,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6349,Starlink Group 5-11,A batch of 52 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6350,Starlink Group 5-7,A batch of 47 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6351,Starlink Group 6-5,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6352,Starlink Group 6-6,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6353,Starlink Group 6-7,A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6354,Starlink Group 6-9,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6361,Transporter 11 (Dedicated SSO Rideshare),Dedicated rideshare flight to a sun-synchronous orbit with dozens of small microsatellites and nanosatellites for commercial and government customers.,Dedicated Rideshare,17
6369,Starlink Group 5-12,A batch of 56 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6370,Starlink Group 6-8,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6371,Starlink Group 6-10,A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6372,Starlink Group 6-11,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6373,Starlink Group 6-12,A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6374,Starlink Group 6-13,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6375,Starlink Group 6-14,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6376,Starlink Group 6-16,A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6377,Starlink Group 6-17,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6378,Starlink Group 6-18,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6379,Starlink Group 5-15,A batch of 54 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system. This is the last launch of the v1.5 Starlink satellites.,Communications,8
6380,Starlink Group 5-13,A batch of 48 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6381,Starlink Group 6-15,A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6382,Starlink Group 6-20,A batch of 15 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6383,Starlink Group 6-22,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6384,Starlink Group 6-23,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6385,Integrated Flight Test 2,Second test flight of the two-stage Starship launch vehicle. The booster is expected to separate 170 seconds into flight and return to land approximately 32 km off the shore in the Gulf of Mexico. The second stage will follow a suborbital trajectory and perform an unpowered splashdown approximately 100 km off the northwest coast of Kauai (Hawaii).,Test Flight,15
6394,Euclid,European Space Agency telescope designed to explore the evolution of the dark Universe. It will make a 3D-map of the Universe (with time as the third dimension) by observing billions of galaxies out to 10 billion light-years; across more than a third of the sky.,Astrophysics,16
6447,OTV-7 (X-37B) (USSF-52),"It is the seventh flight of the X-37B program. United States Air Force Orbital Test Vehicle is built by Boeing. It's an uncrewed 5000 kg, 8.8 m-long reusable mini-spaceplane capable of autonomous re-entry and landing.",Government/Top Secret,0
6452,Starlink Group 6-27,A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6453,Starlink Group 6-37,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6454,Starlink Group 6-38,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6455,Starlink Group 6-42,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6464,Starlink Group 7-2,A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6465,Starlink Group 7-1,A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6466,Starlink Group 7-3,A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6467,Starlink Group 7-4,A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6468,Starlink Group 7-5,A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6469,Starlink Group 7-6,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6476,Starlink Group 7-7,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6478,Starlink Group 6-19,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6479,Starlink Group 6-21,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6480,Starlink Group 6-24,A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6481,Starlink Group 6-25,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6482,Starlink Group 6-26,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6484,Starlink Group 6-28,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6485,Starlink Group 6-29,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6486,Starlink Group 6-30,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6487,Starlink Group 6-31,A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6496,Hera,"Hera is a space mission in development at the European Space Agency in its Space Safety program. Its primary objective is to study the Didymos binary asteroid system that was impacted by DART and contribute to validation of the kinetic impact method to deviate a near-Earth asteroid in a colliding trajectory with Earth. It will measure the size and the morphology of the crater created by and momentum transferred by an artificial projectile impacting an asteroid, which will allow measuring the efficiency of the deflection produced by the impact. It will also analyze the expanding debris cloud caused by the impact.",Robotic Exploration,21
6498,Starlink Group 7-8,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6511,Bandwagon 1 (Dedicated Mid-Inclination Rideshare),Dedicated rideshare flight to a mid-inclination orbit with dozens of small microsatellites and nanosatellites for commercial and government customers. Payloads include Capella Space's Acadia-4 and the South Korean government's 425 Project Flight 2.,Dedicated Rideshare,8
6512,Bandwagon 2 (Dedicated Mid-Inclination Rideshare),Dedicated rideshare flight to a mid-inclination orbit with dozens of small microsatellites and nanosatellites for commercial and government customers. Payloads include the South Korean government's 425 Project Flight 3.,Dedicated Rideshare,8
6531,Starlink Group 8-1,A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6564,Starlink Group 7-9,A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6579,Starlink Group 6-32,A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6580,Starlink Group 6-33,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6581,Starlink Group 6-34,A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6582,Starlink Group 6-35,A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6593,Starlink Group 7-10,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6594,Starlink Group 7-11,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6595,Starlink Group 7-12,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6596,Starlink Group 7-13,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6610,Astra 1P/SES-24,"ASTRA 1P, a classic wide-beam satellite, will support SES’s prime TV neighbourhood and enable content owners, private and public broadcasters across Germany, France and Spain to continue broadcasting satellite TV channels in the highest-picture quality in the most cost-efficient manner. It will be based on the full electric and powerful Spacebus NEO platform developed by Thales Alenia Space and already flight proven in orbit.",Communications,2
6611,Koreasat 6A,"The Koreasat 6A spacecraft; built by Thales Alenia Space, will have 20 transponders for fixed satellite services and six for TV broadcasting to replace the Koreasat 6 launched in 2010.  Koreasat 6A will be based on the manufacturer’s Spacebus 4000B2 platform and is expected to weigh about 3.5 metric tons at launch. It will be designed to operate for at least 15 years.",Communications,2
6629,GPS III SV07 (RRT-1),"GPS-III (Global Positioning System) is the first evolution stage of the third generation of the GPS satellites. It consists of the first ten (known as ""tranche"") of GPS III satellites.

This spacecraft was original contracted to launch on United Launch Alliance's Vulcan rocket, and was reassigned to Falcon 9 following uncertainties in Vulcan's readiness to launch. As a result it was re-manifested within 6 months of launch under the name Rapid Response Trailblazer-1 (RRT-1). GPS III SV10, originally planned to launch on Falcon 9, will now launch on Vulcan instead.",Navigation,12
6634,HTS-113BT (Merah Putih 2),"HTS-113BT is a new High Throughput Satellite telecommunications satellite in C-band/Ku-Band for PT Telkom Satelit Indonesia (Telkomsat) , a state-owned digital telecommunication company in Indonesia, for its orbital position at 113° East.

Built on Thales Alenia Space's historical Spacebus 4000B2 platform, HTS 113BT will provide more than 32 Gbps capacity over Indonesia. The satellite will weigh about 4 metric tons at launch and will be delivered early 2024 for a 15-year expected lifetime.",Communications,2
6639,425 Project Flight 1 & rideshare,"Note: Name of payload is provisional.

First launch of an ultimately 5 reconnaissance satellites for the South Korean Defense Acquisition Program Administration (DAPA), with 1 satellite featuring an electro-optical infrared (EO/IR) telescope. The other 4 synthetic aperture radar (SAR) satellites are to be launched at a later date.

They will be launched to low Earth orbit between 600 and 700 km by 2025, enabling South Korea’s military to observe the nuclear-armed neighbor’s key military facilities every two hours with 30-50 centimeters resolution imagery, according to a 2019 report produced by the Korea Institute of S&T Evaluation and Planning.

The project is lead by the Korean Agency for Defense Development (ADD) and Korea Aerospace Research Institute (KARI), with input from Korea Aerospace Industries (KAI), Hanwha Systems and Thales Alenia Space.

ESA's EIRSAT-1 is also onboard as a rideshare passenger. This 2U cubesat carries three experiments, including a novel gamma ray detector to study some of the most luminous explosions in the universe.",Government/Top Secret,17
6645,Starlink Group 6-36,A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6655,Integrated Flight Test 3,Third test flight of the two-stage Starship launch vehicle.,Test Flight,15
6710,Starlink Group 6-39,A batch of 24 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6721,Starlink Group 7-14,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6722,Starlink Group 7-15,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6723,Starlink Group 7-16,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6724,Starlink Group 7-17,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6731,Starlink Group 6-51,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6735,Starlink Group 6-40,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6736,Starlink Group 6-41,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6739,Starlink Group 6-43,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6758,Starlink Group 6-44,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6759,Starlink Group 6-45,A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6760,Starlink Group 6-46,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6761,Starlink Group 6-47,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6763,Starlink Group 8-2,A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6764,Starlink Group 9-2,A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6770,Starlink Group 8-3,A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6771,Starlink Group 10-4,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6772,Starlink Group 8-9,A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6773,Starlink Group 8-5,A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6774,Starlink Group 10-3,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6776,Eutelsat 36D,"Eutelsat 36D is a planned new generation multi-mission geostationary telecommunications satellite for Eutelsat, replacing and enhance capacity at 36° East, a key orbital slot for Eutelsat for TV broadcasting (DTH) and government services over Africa, Russia, and Europe. 

It is based on the Airbus Eurostar-Neo platform, with electric power generation capability of 18 kW, EOR (Electric Orbit Raising) capability,  and a launch mass of 5 tons. 

With 70 Ku-band transponders over five downlink beams and a steerable antenna, Eutelsat 36D provides flexibility and performance optimisation to deliver service in Africa, Russia and Europe for an operational lifetime of more than 15 years.",Communications,2
6781,Starlink Group 7-18,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6782,Starlink Group 8-10,A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6783,Starlink Group 9-5,A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6784,Starlink Group 10-5,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6785,Starlink Group 11-1,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6786,Starlink Group 9-4,A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6787,Starlink Group 9-3,A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6788,Starlink Group 6-48,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6789,Starlink Group 6-49,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6793,Starlink Group 10-7,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6794,Starlink Group 10-6,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6798,Integrated Flight Test 4,Fourth test flight of the two-stage Starship launch vehicle.,Test Flight,15
6801,Starlink Group 6-52,A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6802,Starlink Group 6-53,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6804,Starlink Group 10-9,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6809,NROL-146,First batch of satellites for a reconnaissance satellite constellation built by SpaceX and Northrop Grumman for the National Reconnaissance Office to provide imaging and other reconnaissance capabilities.,Government/Top Secret,25
6810,Starlink Group 6-54,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6811,Starlink Group 6-55,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6817,Starlink Group 6-56,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6818,Starlink Group 6-57,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6821,Starlink Group 6-58,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6823,Starlink Group 8-7,A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6824,Starlink Group 6-59,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6826,Starlink Group 6-62,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6829,Starlink Group 6-63,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6831,Starlink Group 6-60,A batch of 23 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6834,Starlink Group 6-64,A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6836,Starlink Group 8-8,A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6837,Starlink Group 10-1,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6840,Starlink Group 10-2,A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6841,Starlink Group 9-1,A batch of 20 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
6842,Integrated Flight Test 5,Fifth test flight of the two-stage Starship launch vehicle.,Test Flight,15
6855,NROL-186,Second batch of satellites for a reconnaissance satellite constellation built by SpaceX and Northrop Grumman for the National Reconnaissance Office to provide imaging and other reconnaissance capabilities.,Government/Top Secret,25
6870,Sirius SXM-9,"SXM-9 is the 10th high-powered, digital, audio radio satellite built by Maxar (SSL) for SiriusXM. The SXM-9 satellite will be based on Maxar’s proven 1300-class platform and built at the company’s manufacturing facility in Palo Alto, California. It is expected that SXM-9 will launch in 2024.  SXM-9 has a large, mesh, unfurlable reflector almost 10 meters in diameter that allows SiriusXM programming to reach its radios, including those in moving vehicles.",Communications,2
6875,Starlink Group 8-6,A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.,Communications,8
